,superkingdom,phylum,class,order,family,genus,species
134375,2.0,1224.0,28216.0,80840.0,506.0,222.0,134375.0
28095,2.0,1224.0,28216.0,80840.0,119060.0,32008.0,28095.0
375,2.0,1224.0,28211.0,356.0,41294.0,374.0,375.0
2760844,2.0,1224.0,1236.0,91347.0,1903411.0,613.0,2760844.0
33038,2.0,1239.0,186801.0,186802.0,186803.0,2316020.0,33038.0
1892904,2.0,1224.0,1236.0,135622.0,72275.0,226.0,1892904.0
2033,2.0,201174.0,1760.0,85006.0,85023.0,33882.0,2033.0
51671,2.0,201174.0,1760.0,85006.0,85023.0,33882.0,51671.0
311808,2.0,201174.0,1760.0,85006.0,1268.0,1663.0,311808.0
648,2.0,1224.0,1236.0,135624.0,84642.0,642.0,648.0
391289,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,391289.0
265546,2.0,1239.0,91061.0,1385.0,186817.0,150247.0,265546.0
42858,2.0,1239.0,91061.0,1385.0,90964.0,2803850.0,42858.0
545,2.0,1224.0,1236.0,91347.0,543.0,544.0,545.0
2702,2.0,201174.0,1760.0,85004.0,31953.0,2701.0,2702.0
2801032,2157.0,28890.0,183963.0,1644055.0,1963271.0,56688.0,2801032.0
2770772,2.0,1239.0,186801.0,186802.0,186804.0,1870884.0,2770772.0
2770786,2.0,1239.0,186801.0,186802.0,186804.0,1870884.0,2770786.0
47770,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,47770.0
171279,2.0,544448.0,31969.0,2085.0,2092.0,2767358.0,171279.0
519450,2.0,544448.0,31969.0,2085.0,2092.0,2093.0,519450.0
35746,2157.0,28890.0,183963.0,1644055.0,1644056.0,2251.0,35746.0
1661,2.0,201174.0,1760.0,2037.0,2049.0,1069494.0,1661.0
1127,2.0,1117.0,3028117.0,1118.0,1890449.0,1125.0,1127.0
1871614,2.0,201174.0,1760.0,85006.0,85017.0,157920.0,1871614.0
57480,2.0,1224.0,28216.0,206351.0,1499392.0,57479.0,57480.0
71237,2.0,1239.0,91061.0,1385.0,90964.0,2803850.0,71237.0
246432,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,246432.0
61015,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,61015.0
29486,2.0,1224.0,1236.0,91347.0,1903411.0,629.0,29486.0
29447,2.0,1224.0,1236.0,135614.0,32033.0,338.0,29447.0
2730087,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,2730087.0
37328,2.0,201174.0,1760.0,85007.0,85025.0,1817.0,37328.0
1873498,2.0,1224.0,1236.0,91347.0,1903412.0,568.0,1873498.0
1196095,2.0,1224.0,1236.0,1240482.0,1240483.0,1193503.0,1196095.0
1218506,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,1218506.0
1218493,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,1218493.0
1218507,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,1218507.0
251701,2.0,1224.0,1236.0,72274.0,135621.0,286.0,251701.0
36746,2.0,1224.0,1236.0,72274.0,135621.0,286.0,36746.0
1908224,2.0,1224.0,28211.0,204457.0,41297.0,165697.0,1908224.0
130049,2.0,1239.0,91061.0,1385.0,186822.0,44249.0,130049.0
194963,2.0,1224.0,28211.0,356.0,82115.0,28105.0,194963.0
561879,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,561879.0
293387,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,293387.0
1089735,2157.0,28890.0,183963.0,1644055.0,1963271.0,56688.0,1089735.0
1172566,2157.0,28890.0,183963.0,1644060.0,1644061.0,88723.0,1172566.0
538381,2.0,1224.0,28211.0,356.0,2821832.0,152161.0,538381.0
322686,2.0,201174.0,1760.0,85006.0,85023.0,33882.0,322686.0
2748,2.0,1239.0,91061.0,186826.0,186828.0,2747.0,2748.0
35703,2.0,1224.0,1236.0,91347.0,543.0,544.0,35703.0
1869344,2.0,201174.0,1760.0,85006.0,85023.0,2034.0,1869344.0
1641,2.0,1239.0,91061.0,1385.0,186820.0,1637.0,1641.0
471,2.0,1224.0,1236.0,2887326.0,468.0,469.0,471.0
2853441,2.0,1224.0,1236.0,135623.0,641.0,662.0,2853441.0
83986,2157.0,28890.0,224756.0,2191.0,2194.0,45989.0,83986.0
246167,2.0,1224.0,1236.0,135623.0,641.0,662.0,246167.0
511,2.0,1224.0,28216.0,80840.0,506.0,507.0,511.0
438,2.0,1224.0,28211.0,204441.0,433.0,434.0,438.0
104099,2.0,1224.0,28211.0,204441.0,433.0,434.0,104099.0
440,2.0,1224.0,28211.0,204441.0,433.0,434.0,440.0
28448,2.0,1224.0,28211.0,204441.0,433.0,1434011.0,28448.0
1203393,2.0,1224.0,28211.0,204441.0,433.0,2919364.0,1203393.0
29378,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,29378.0
102148,2.0,1239.0,526524.0,526525.0,128827.0,123375.0,102148.0
51669,2.0,1239.0,91061.0,186826.0,81852.0,51668.0,51669.0
297,2.0,1224.0,2008785.0,119069.0,206349.0,70774.0,297.0
876,2.0,200940.0,3031449.0,213115.0,194924.0,872.0,876.0
2053489,2157.0,1655434.0,,,,,2053489.0
2830837,2.0,1224.0,1236.0,135622.0,267890.0,22.0,2830837.0
182337,2.0,1224.0,1236.0,91347.0,1903409.0,551.0,182337.0
69393,2.0,1224.0,1236.0,91347.0,1903409.0,53335.0,69393.0
198620,2.0,1224.0,1236.0,72274.0,135621.0,286.0,198620.0
1933880,2.0,201174.0,1760.0,85006.0,1268.0,1742989.0,1933880.0
47886,2.0,1224.0,1236.0,72274.0,135621.0,286.0,47886.0
299767,2.0,1224.0,1236.0,91347.0,543.0,547.0,299767.0
57706,2.0,1224.0,1236.0,91347.0,543.0,544.0,57706.0
1871623,2.0,1239.0,91061.0,1385.0,186817.0,1221880.0,1871623.0
40216,2.0,1224.0,1236.0,2887326.0,468.0,469.0,40216.0
29282,2157.0,28890.0,183963.0,2235.0,1963268.0,2237.0,29282.0
1542011,2157.0,28890.0,183963.0,2235.0,1963268.0,2237.0,1542011.0
239935,2.0,74201.0,203494.0,48461.0,1647988.0,239934.0,239935.0
1655,2.0,201174.0,1760.0,2037.0,2049.0,1654.0,1655.0
1871086,2.0,1224.0,28211.0,204458.0,76892.0,41275.0,1871086.0
205,2.0,29547.0,3031852.0,213849.0,72294.0,194.0,205.0
1478,2.0,1239.0,91061.0,1385.0,186817.0,2675229.0,1478.0
1590,2.0,1239.0,91061.0,186826.0,33958.0,2767842.0,1590.0
47917,2.0,1224.0,1236.0,91347.0,1903411.0,613.0,47917.0
575,2.0,1224.0,1236.0,91347.0,543.0,160674.0,575.0
59814,2.0,1224.0,1236.0,91347.0,1903409.0,53335.0,59814.0
1434821,2.0,1224.0,1236.0,135619.0,135620.0,965.0,1434821.0
391588,2.0,1224.0,28211.0,204455.0,2854170.0,2433.0,391588.0
2107,2.0,544448.0,31969.0,2085.0,2092.0,2767358.0,2107.0
654,2.0,1224.0,1236.0,135624.0,84642.0,642.0,654.0
283923,2.0,1224.0,1236.0,135614.0,32033.0,83618.0,283923.0
1042,2.0,1224.0,28211.0,204457.0,335929.0,1041.0,1042.0
72174,2.0,1224.0,28211.0,204457.0,41297.0,72173.0,72174.0
1510574,2.0,1224.0,1236.0,91347.0,1903411.0,34037.0,1510574.0
1560201,2.0,1224.0,1236.0,91347.0,1903409.0,551.0,1560201.0
244366,2.0,1224.0,1236.0,91347.0,543.0,570.0,244366.0
470932,2.0,1224.0,1236.0,91347.0,1903409.0,53335.0,470932.0
2886196,2.0,256845.0,,,,,2886196.0
77022,2.0,1117.0,3028117.0,1161.0,1892259.0,77021.0,77022.0
651,2.0,1224.0,1236.0,135624.0,84642.0,642.0,651.0
126344,2.0,1117.0,3028117.0,1150.0,1892254.0,1198.0,126344.0
2923419,2.0,1224.0,1236.0,135624.0,84642.0,642.0,2923419.0
2923421,2.0,1224.0,1236.0,135624.0,84642.0,642.0,2923421.0
2923420,2.0,1224.0,1236.0,135624.0,84642.0,642.0,2923420.0
1326968,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1326968.0
29303,2.0,201174.0,1760.0,85011.0,2062.0,2995706.0,29303.0
521,2.0,1224.0,28216.0,80840.0,506.0,517.0,521.0
32049,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,32049.0
543360,2.0,1224.0,1236.0,72274.0,135621.0,286.0,543360.0
1756761,2.0,1224.0,1236.0,135624.0,84642.0,1929090.0,1756761.0
443616,2.0,1224.0,1236.0,135613.0,1046.0,67575.0,443616.0
1639133,2.0,1224.0,1236.0,91347.0,543.0,544.0,1639133.0
83558,2.0,204428.0,204429.0,51291.0,809.0,810.0,83558.0
1486246,2.0,1224.0,1236.0,135619.0,28256.0,2745.0,1486246.0
1618,2.0,1239.0,91061.0,186826.0,33958.0,2767888.0,1618.0
253,2.0,976.0,117743.0,200644.0,2762318.0,59732.0,253.0
343,2.0,1224.0,1236.0,135614.0,32033.0,338.0,343.0
1201031,2.0,1224.0,1236.0,91347.0,1903410.0,122277.0,1201031.0
2591838,2157.0,,,,,,2591838.0
1920174,2.0,1224.0,28211.0,204455.0,2854170.0,53945.0,1920174.0
1920173,2.0,1224.0,1236.0,135622.0,72275.0,1621534.0,1920173.0
227866,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,227866.0
2774190,2.0,1224.0,28211.0,204458.0,76892.0,41275.0,2774190.0
2774189,2.0,1224.0,28211.0,204458.0,76892.0,41275.0,2774189.0
29581,2.0,1224.0,28216.0,80840.0,75682.0,29580.0,29581.0
1886636,2.0,1224.0,1236.0,135614.0,1775411.0,242605.0,1886636.0
2780091,2.0,1224.0,1236.0,135614.0,1775411.0,242605.0,2780091.0
556,2.0,1224.0,1236.0,91347.0,1903410.0,204037.0,556.0
70856,2.0,1224.0,1236.0,135624.0,84642.0,642.0,70856.0
158484,2.0,1224.0,1236.0,91347.0,543.0,158483.0,158484.0
33946,2.0,1239.0,91061.0,1385.0,186818.0,1649.0,33946.0
29414,2.0,1117.0,3028117.0,1150.0,1892254.0,1183.0,29414.0
614,2.0,1224.0,1236.0,91347.0,1903411.0,613.0,614.0
1399,2.0,1239.0,91061.0,1385.0,186817.0,2675230.0,1399.0
1841599,2157.0,1936271.0,,,,2964766.0,1841599.0
1628085,2.0,1239.0,186801.0,186802.0,216572.0,2048137.0,1628085.0
328814,2.0,976.0,200643.0,171549.0,171550.0,239759.0,328814.0
105841,2.0,1239.0,186801.0,186802.0,186803.0,207244.0,105841.0
28116,2.0,976.0,200643.0,171549.0,815.0,816.0,28116.0
47678,2.0,976.0,200643.0,171549.0,815.0,816.0,47678.0
291644,2.0,976.0,200643.0,171549.0,815.0,816.0,291644.0
1680,2.0,201174.0,1760.0,85004.0,31953.0,1678.0,1680.0
1689,2.0,201174.0,1760.0,85004.0,31953.0,1678.0,1689.0
28026,2.0,201174.0,1760.0,85004.0,31953.0,1678.0,28026.0
1492,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1492.0
2040332,2.0,1239.0,186801.0,186802.0,186803.0,189330.0,2040332.0
208479,2.0,1239.0,186801.0,186802.0,186803.0,2719313.0,208479.0
2613924,2.0,1239.0,186801.0,186802.0,31979.0,1649459.0,2613924.0
1940789,2.0,1239.0,91061.0,186826.0,1300.0,1357.0,1940789.0
2115968,2.0,1239.0,91061.0,1385.0,186817.0,400634.0,2115968.0
1217282,2.0,976.0,200643.0,171549.0,2005525.0,375288.0,1217282.0
204516,2.0,976.0,200643.0,171549.0,815.0,909656.0,204516.0
821,2.0,976.0,200643.0,171549.0,815.0,909656.0,821.0
1583,2.0,1239.0,91061.0,186826.0,33958.0,46255.0,1583.0
661398,2.0,201174.0,1760.0,85006.0,85023.0,33882.0,661398.0
2246,2157.0,28890.0,183963.0,1644055.0,1644056.0,2251.0,2246.0
28031,2.0,1239.0,91061.0,1385.0,186817.0,400634.0,28031.0
2971255,2.0,1224.0,28216.0,80840.0,80864.0,34072.0,2971255.0
988779,2.0,1224.0,28211.0,766.0,775.0,1742636.0,988779.0
2910159,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,2910159.0
37332,2.0,201174.0,1760.0,85007.0,85025.0,1817.0,37332.0
70863,2.0,1224.0,1236.0,135622.0,267890.0,22.0,70863.0
33940,2.0,1239.0,91061.0,1385.0,186817.0,129337.0,33940.0
153151,2.0,1239.0,91061.0,1385.0,186817.0,1906945.0,153151.0
2725268,2.0,544448.0,,,,,2725268.0
2881018,2.0,203682.0,,,,,2881018.0
1903071,2.0,1224.0,28211.0,204455.0,2854170.0,60136.0,1903071.0
1599,2.0,1239.0,91061.0,186826.0,33958.0,2767885.0,1599.0
380021,2.0,1224.0,1236.0,72274.0,135621.0,286.0,380021.0
462991,2.0,1224.0,1236.0,135623.0,641.0,662.0,462991.0
29448,2.0,1224.0,28211.0,356.0,41294.0,374.0,29448.0
442694,2.0,1224.0,1236.0,135614.0,32033.0,338.0,442694.0
29498,2.0,1224.0,1236.0,135623.0,641.0,662.0,29498.0
43263,2.0,1224.0,1236.0,72274.0,135621.0,286.0,43263.0
262668,2.0,1224.0,1236.0,2887326.0,468.0,469.0,262668.0
1752076,2.0,1224.0,1236.0,2887326.0,468.0,469.0,1752076.0
56811,2.0,1224.0,1236.0,2887326.0,468.0,497.0,56811.0
488447,2.0,1224.0,28216.0,80840.0,119060.0,32008.0,488447.0
1869339,2.0,1224.0,28216.0,80840.0,80864.0,52972.0,1869339.0
2653893,2.0,1224.0,28216.0,80840.0,,54066.0,2653893.0
70775,2.0,1224.0,1236.0,72274.0,135621.0,286.0,70775.0
47304,2157.0,28889.0,183924.0,2281.0,118883.0,41980.0,47304.0
452949,2157.0,28889.0,183924.0,2281.0,118883.0,2284.0,452949.0
413497,2.0,1224.0,1236.0,91347.0,543.0,413496.0,413497.0
1353,2.0,1239.0,91061.0,186826.0,81852.0,1350.0,1353.0
88688,2.0,1224.0,28211.0,204458.0,76892.0,75.0,88688.0
28038,2.0,1239.0,91061.0,186826.0,33958.0,2767885.0,28038.0
1907202,2.0,1224.0,28211.0,204455.0,2854170.0,2433.0,1907202.0
316,2.0,1224.0,1236.0,72274.0,135621.0,2901164.0,316.0
517398,2.0,1224.0,1236.0,72274.0,135621.0,286.0,517398.0
528343,2.0,1224.0,1236.0,72274.0,135621.0,286.0,528343.0
2663020,2157.0,28889.0,183924.0,2281.0,118883.0,2284.0,2663020.0
1587,2.0,1239.0,91061.0,186826.0,33958.0,1578.0,1587.0
1450,2.0,1239.0,91061.0,1385.0,186823.0,29330.0,1450.0
580,2.0,1224.0,1236.0,91347.0,543.0,579.0,580.0
29549,2.0,1853220.0,1853222.0,1853224.0,563843.0,29548.0,29549.0
1283293,2.0,1224.0,1236.0,72274.0,135621.0,286.0,1283293.0
1283285,2.0,1224.0,1236.0,72274.0,135621.0,286.0,1283285.0
70347,2.0,1224.0,1236.0,2887326.0,468.0,469.0,70347.0
587753,2.0,1224.0,1236.0,72274.0,135621.0,286.0,587753.0
266022,2157.0,28889.0,183924.0,2266.0,2267.0,2276.0,266022.0
2271,2157.0,28889.0,183924.0,2266.0,2267.0,2270.0,2271.0
442459,2.0,201174.0,1760.0,85008.0,28056.0,1865.0,442459.0
79879,2.0,1239.0,91061.0,1385.0,186817.0,2837485.0,79879.0
315460,2157.0,28889.0,183924.0,2281.0,118883.0,12914.0,315460.0
47834,2.0,544448.0,31969.0,186328.0,2131.0,2132.0,47834.0
77097,2.0,1224.0,1236.0,135619.0,28256.0,2745.0,77097.0
727,2.0,1224.0,1236.0,135625.0,712.0,724.0,727.0
217203,2.0,1224.0,28216.0,80840.0,506.0,222.0,217203.0
315461,2157.0,28889.0,183924.0,2281.0,118883.0,12914.0,315461.0
1472,2.0,1239.0,91061.0,1385.0,186822.0,44249.0,1472.0
1869227,2.0,,,,,,1869227.0
1519,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1519.0
413501,2.0,1224.0,1236.0,91347.0,543.0,413496.0,413501.0
1163710,2.0,1224.0,1236.0,91347.0,543.0,413496.0,1163710.0
391290,2.0,1239.0,91061.0,1385.0,186817.0,129337.0,391290.0
338565,2.0,1224.0,1236.0,91347.0,1903409.0,551.0,338565.0
591913,2.0,201174.0,1760.0,85007.0,85026.0,2053.0,591913.0
692362,2.0,201174.0,1760.0,85007.0,85026.0,2053.0,692362.0
2254,2157.0,28890.0,183963.0,1644055.0,1644056.0,2251.0,2254.0
2355,2.0,,,,,,2355.0
28452,2.0,203691.0,203692.0,1643688.0,170.0,171.0,28452.0
301541,2.0,203691.0,203692.0,1643688.0,170.0,171.0,301541.0
408139,2.0,203691.0,203692.0,1643688.0,170.0,171.0,408139.0
28182,2.0,203691.0,203692.0,1643688.0,170.0,171.0,28182.0
145261,2157.0,28890.0,183925.0,2158.0,2159.0,145260.0,145261.0
288426,2.0,1224.0,28211.0,204455.0,31989.0,265.0,288426.0
28107,2.0,1224.0,1236.0,135622.0,267888.0,53246.0,28107.0
409012,2.0,201174.0,1760.0,85007.0,85025.0,1827.0,409012.0
1256785,2.0,201174.0,1760.0,85007.0,85025.0,1827.0,1256785.0
43767,2.0,201174.0,1760.0,85007.0,85025.0,2979332.0,43767.0
50422,2.0,1224.0,1236.0,135622.0,267890.0,22.0,50422.0
1386772,2.0,1224.0,1236.0,135622.0,267890.0,22.0,1386772.0
1386773,2.0,1224.0,1236.0,135622.0,267890.0,22.0,1386773.0
1386774,2.0,1224.0,1236.0,135622.0,267890.0,22.0,1386774.0
1386775,2.0,1224.0,1236.0,135622.0,267890.0,22.0,1386775.0
1386776,2.0,1224.0,1236.0,135622.0,267890.0,22.0,1386776.0
1894,2.0,201174.0,1760.0,85011.0,2062.0,2063.0,1894.0
2749995,2.0,976.0,117743.0,200644.0,49546.0,286104.0,2749995.0
256701,2.0,201174.0,1760.0,85006.0,1268.0,1742989.0,256701.0
89059,2.0,1239.0,91061.0,186826.0,33958.0,2767887.0,89059.0
1406,2.0,1239.0,91061.0,1385.0,186822.0,44249.0,1406.0
1520,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1520.0
53413,2.0,1224.0,1236.0,135614.0,32033.0,338.0,53413.0
76258,2.0,1224.0,1236.0,135623.0,641.0,662.0,76258.0
246787,2.0,976.0,200643.0,171549.0,815.0,816.0,246787.0
267,2.0,1224.0,28211.0,204455.0,31989.0,265.0,267.0
2247,2157.0,28890.0,183963.0,1644055.0,1963271.0,56688.0,2247.0
275,2.0,1297.0,188787.0,68933.0,188786.0,270.0,275.0
1872444,2.0,976.0,200643.0,171549.0,171550.0,239759.0,1872444.0
1774,2.0,201174.0,1760.0,85007.0,1762.0,670516.0,1774.0
292733,2.0,1224.0,1236.0,2887326.0,468.0,497.0,292733.0
2766470,2.0,1239.0,91061.0,186826.0,33958.0,1243.0,2766470.0
229037,2.0,1224.0,1236.0,91347.0,1903414.0,583.0,229037.0
1872640,2.0,1224.0,1236.0,91347.0,1903414.0,637.0,1872640.0
638,2.0,1224.0,1236.0,91347.0,1903414.0,637.0,638.0
337255,2.0,1224.0,1236.0,91347.0,1903414.0,637.0,337255.0
1354,2.0,1239.0,91061.0,186826.0,81852.0,1350.0,1354.0
166486,2.0,1239.0,186801.0,186802.0,186803.0,841.0,166486.0
79884,2.0,1239.0,91061.0,1385.0,186817.0,2675234.0,79884.0
379347,2.0,1224.0,28211.0,204455.0,31989.0,2083206.0,379347.0
703,2.0,1224.0,1236.0,91347.0,543.0,702.0,703.0
1063,2.0,1224.0,28211.0,204455.0,31989.0,1653176.0,1063.0
1717,2.0,201174.0,1760.0,85007.0,1653.0,1716.0,1717.0
1972202,2.0,976.0,117743.0,200644.0,49546.0,104264.0,1972202.0
37636,2.0,1297.0,188787.0,68933.0,188786.0,270.0,37636.0
400390,2.0,1224.0,1236.0,,,265980.0,400390.0
316278,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,316278.0
316279,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,316279.0
313625,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,313625.0
86840,2.0,1224.0,1236.0,72274.0,135621.0,286.0,86840.0
211621,2.0,1224.0,28211.0,766.0,942.0,953.0,211621.0
158,2.0,203691.0,203692.0,136.0,2845253.0,157.0,158.0
41315,2.0,1224.0,1236.0,91347.0,1903411.0,629.0,41315.0
435310,2.0,1224.0,1236.0,135623.0,641.0,662.0,435310.0
33047,2.0,1224.0,28211.0,356.0,772.0,773.0,33047.0
66070,2.0,1224.0,28211.0,766.0,942.0,953.0,66070.0
182079,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,182079.0
58665,2.0,1117.0,3028117.0,1890424.0,1890426.0,1129.0,58665.0
38323,2.0,1224.0,28211.0,356.0,772.0,773.0,38323.0
803,2.0,1224.0,28211.0,356.0,772.0,773.0,803.0
487,2.0,1224.0,28216.0,206351.0,481.0,482.0,487.0
971,2.0,1239.0,909932.0,909929.0,1843491.0,970.0,971.0
159,2.0,203691.0,203692.0,1643686.0,143786.0,29521.0,159.0
839,2.0,976.0,200643.0,171549.0,171552.0,838.0,839.0
1927,2.0,201174.0,1760.0,85011.0,2062.0,1883.0,1927.0
278678,2.0,1224.0,28211.0,,,,278678.0
33972,2.0,1239.0,91061.0,186826.0,1300.0,1301.0,33972.0
1640,2.0,1239.0,91061.0,1385.0,186820.0,1637.0,1640.0
1169671,2.0,1239.0,91061.0,186826.0,1300.0,1301.0,1169671.0
1169675,2.0,1239.0,91061.0,186826.0,1300.0,1301.0,1169675.0
