,species_taxid,prev_index,isolation_source,1308,1358,1359,1247,1587,1280,562,51669,256701,1613,1584,1582,1351,2748,273384,1896315,1639,1618,1615674,1597,1491,1354,1423,44273,29378,292733,28141,2756,2766470
0,,,,Streptococcus thermophilus,Lactococcus lactis,Lactococcus cremoris,Oenococcus oeni,Lactobacillus helveticus,Staphylococcus aureus,Escherichia coli,Tetragenococcus halophilus,Glutamicibacter arilaitensis,Limosilactobacillus fermentum,Lactobacillus delbrueckii,Lacticaseibacillus casei,Enterococcus faecalis,Carnobacterium divergens,Brevibacterium aurantiacum,Weissella sp.,Listeria monocytogenes,Liquorilactobacillus mali,Pseudomonas lactis,Lacticaseibacillus paracasei,Clostridium botulinum,Enterococcus hirae,Bacillus subtilis,Lactococcus sp.,Staphylococcus arlettae,Psychrobacter aquimaris,Cronobacter sakazakii,Brochothrix thermosphacta,Leuconostoc falkenbergense
Streptococcus phage 107,2268613,4393,whey sample,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus phage 115,2268614,4394,whey sample,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi4,2656511,7122,Ur dairy starter culture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi2,2656510,7121,Ur dairy starter culture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage M6202,1862963,2317,Whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage M6165,1862962,2316,Whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage M6162,1862961,2315,Whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage ITLPh335,1681862,14439,raw milk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D4351,2979361,12549,whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D4044,2979360,12548,whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D3906,2979359,12547,whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D2950,2979358,12546,whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D2544,2979357,12545,whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage BIM BV-114,2872632,10087,cheese brine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 98201,1871690,2367,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 86501,1871689,2366,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 63301,1871687,2365,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 62501,1871686,2364,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 56701,1871685,2363,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 50901,1871683,2362,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 28201,1871678,2360,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage 50101,1871681,2361,dairy whey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi7,2656514,7125,Ur dairy starter culture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi6,2656513,7124,Ur dairy starter culture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi5,2656512,7123,Ur dairy starter culture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage proPhi1,2656509,7120,Ur dairy starter culture,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage FB14,2777322,8733,Cheddar cheese,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D4840,2979362,12550,whey,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus phage D6890,2979363,12551,whey,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
